,data_valuemessage,geo_entity_id,geo_entity_name,geo_type_name,indicator_data_id,indicator_id,measure,name,year_description
393,21.6,104,Pelham - Throgs Neck,UHF42,131750,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
394,25.6,105,Crotona -Tremont,UHF42,131751,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
395,26.8,106,High Bridge - Morrisania,UHF42,131752,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
396,25.0,107,Hunts Point - Mott Haven,UHF42,131753,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
397,25.9,201,Greenpoint,UHF42,131754,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
398,26.8,202,Downtown - Heights - Slope,UHF42,131755,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
399,26.3,203,Bedford Stuyvesant - Crown Heights,UHF42,131756,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
400,23.2,204,East New York,UHF42,131757,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
401,23.8,205,Sunset Park,UHF42,131758,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
402,24.7,206,Borough Park,UHF42,131759,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
403,24.7,207,East Flatbush - Flatbush,UHF42,131760,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
404,20.9,208,Canarsie - Flatlands,UHF42,131761,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
405,23.3,209,Bensonhurst - Bay Ridge,UHF42,131762,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
406,22.3,210,Coney Island - Sheepshead Bay,UHF42,131763,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
407,26.3,211,Williamsburg - Bushwick,UHF42,131764,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
408,25.9,301,Washington Heights,UHF42,131765,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
409,27.8,302,Central Harlem - Morningside Heights,UHF42,131766,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
410,27.4,303,East Harlem,UHF42,131767,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
411,29.3,304,Upper West Side,UHF42,131768,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
412,33.2,305,Upper East Side,UHF42,131769,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
413,38.2,306,Chelsea - Clinton,UHF42,131770,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
414,41.8,307,Gramercy Park - Murray Hill,UHF42,131771,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
415,32.6,308,Greenwich Village - SoHo,UHF42,131772,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
416,30.7,309,Union Square - Lower East Side,UHF42,131773,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
417,34.8,310,Lower Manhattan,UHF42,131774,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
418,24.8,401,Long Island City - Astoria,UHF42,131775,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
419,24.9,402,West Queens,UHF42,131776,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
420,21.3,403,Flushing - Clearview,UHF42,131777,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
421,19.2,404,Bayside - Little Neck,UHF42,131778,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
422,22.4,405,Ridgewood - Forest Hills,UHF42,131779,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
423,21.6,406,Fresh Meadows,UHF42,131780,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
424,22.2,407,Southwest Queens,UHF42,131781,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
425,22.8,408,Jamaica,UHF42,131782,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
426,20.9,409,Southeast Queens,UHF42,131783,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
427,18.8,410,Rockaways,UHF42,131784,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
428,19.8,501,Port Richmond,UHF42,131785,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
429,17.8,502,Stapleton - St. George,UHF42,131786,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
430,16.3,503,Willowbrook,UHF42,131787,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
431,15.7,504,South Beach - Tottenville,UHF42,131788,665,Average Concentration,Neighborhood Air Quality Concentrations- Nitrogen Dioxide (NO2),Annual Average 2009-2010
432,27.7,1,Bronx,Borough,131838,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
433,27.4,2,Brooklyn,Borough,131839,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
434,23.5,3,Manhattan,Borough,131840,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
435,28.3,4,Queens,Borough,131841,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
436,29.8,5,Staten Island,Borough,131842,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
437,27.0,1,New York City,Citywide,131837,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
438,28.4,101,Kingsbridge - Riverdale,UHF42,131795,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
439,28.6,102,Northeast Bronx,UHF42,131796,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
440,27.5,103,Fordham - Bronx Pk,UHF42,131797,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
441,28.7,104,Pelham - Throgs Neck,UHF42,131798,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
442,26.7,105,Crotona -Tremont,UHF42,131799,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
443,26.3,106,High Bridge - Morrisania,UHF42,131800,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
444,27.7,107,Hunts Point - Mott Haven,UHF42,131801,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
445,27.1,201,Greenpoint,UHF42,131802,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
446,26.1,202,Downtown - Heights - Slope,UHF42,131803,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
447,26.4,203,Bedford Stuyvesant - Crown Heights,UHF42,131804,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
448,28.0,204,East New York,UHF42,131805,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
449,27.7,205,Sunset Park,UHF42,131806,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
450,27.1,206,Borough Park,UHF42,131807,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
451,27.1,207,East Flatbush - Flatbush,UHF42,131808,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
452,29.0,208,Canarsie - Flatlands,UHF42,131809,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
453,28.0,209,Bensonhurst - Bay Ridge,UHF42,131810,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
454,28.4,210,Coney Island - Sheepshead Bay,UHF42,131811,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
455,26.6,211,Williamsburg - Bushwick,UHF42,131812,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
456,25.9,301,Washington Heights,UHF42,131813,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
457,25.4,302,Central Harlem - Morningside Heights,UHF42,131814,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
458,25.7,303,East Harlem,UHF42,131815,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
459,24.4,304,Upper West Side,UHF42,131816,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
460,23.0,305,Upper East Side,UHF42,131817,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
461,21.3,306,Chelsea - Clinton,UHF42,131818,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
462,19.3,307,Gramercy Park - Murray Hill,UHF42,131819,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
463,23.8,308,Greenwich Village - SoHo,UHF42,131820,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
464,23.9,309,Union Square - Lower East Side,UHF42,131821,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
465,22.7,310,Lower Manhattan,UHF42,131822,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
466,27.6,401,Long Island City - Astoria,UHF42,131823,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
467,27.3,402,West Queens,UHF42,131824,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
468,28.6,403,Flushing - Clearview,UHF42,131825,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
469,28.5,404,Bayside - Little Neck,UHF42,131826,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
470,27.9,405,Ridgewood - Forest Hills,UHF42,131827,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
471,28.0,406,Fresh Meadows,UHF42,131828,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
472,28.4,407,Southwest Queens,UHF42,131829,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
473,27.8,408,Jamaica,UHF42,131830,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
474,28.7,409,Southeast Queens,UHF42,131831,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
475,30.5,410,Rockaways,UHF42,131832,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
476,29.2,501,Port Richmond,UHF42,131833,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
477,29.4,502,Stapleton - St. George,UHF42,131834,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
478,30.3,503,Willowbrook,UHF42,131835,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
479,30.3,504,South Beach - Tottenville,UHF42,131836,666,Average Concentration,Neighborhood Air Quality Concentrations- Ozone (O3),Annual Average 2009-2010
480,6.5,1,Bronx,Borough,134822,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
481,3.6,2,Brooklyn,Borough,134823,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
482,7.1,3,Manhattan,Borough,134824,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
483,3.4,4,Queens,Borough,134825,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
484,2.0,5,Staten Island,Borough,134826,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
485,4.7,1,New York City,Citywide,134821,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
486,5.4,101,Kingsbridge - Riverdale,UHF42,134779,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
487,4.8,102,Northeast Bronx,UHF42,134780,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
488,9.1,103,Fordham - Bronx Pk,UHF42,134781,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
489,4.8,104,Pelham - Throgs Neck,UHF42,134782,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
490,9.3,105,Crotona -Tremont,UHF42,134783,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
491,7.5,106,High Bridge - Morrisania,UHF42,134784,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
492,4.8,107,Hunts Point - Mott Haven,UHF42,134785,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
493,4.2,201,Greenpoint,UHF42,134786,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
494,3.3,202,Downtown - Heights - Slope,UHF42,134787,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
495,4.1,203,Bedford Stuyvesant - Crown Heights,UHF42,134788,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
496,3.5,204,East New York,UHF42,134789,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
497,3.4,205,Sunset Park,UHF42,134790,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
498,4.0,206,Borough Park,UHF42,134791,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
499,4.2,207,East Flatbush - Flatbush,UHF42,134792,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
500,2.8,208,Canarsie - Flatlands,UHF42,134793,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
501,3.3,209,Bensonhurst - Bay Ridge,UHF42,134794,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
502,2.9,210,Coney Island - Sheepshead Bay,UHF42,134795,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
503,4.3,211,Williamsburg - Bushwick,UHF42,134796,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
504,9.1,301,Washington Heights,UHF42,134797,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
505,6.7,302,Central Harlem - Morningside Heights,UHF42,134798,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
506,6.7,303,East Harlem,UHF42,134799,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
507,8.2,304,Upper West Side,UHF42,134800,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
508,10.3,305,Upper East Side,UHF42,134801,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
509,6.1,306,Chelsea - Clinton,UHF42,134802,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
510,8.5,307,Gramercy Park - Murray Hill,UHF42,134803,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
511,5.7,308,Greenwich Village - SoHo,UHF42,134804,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
512,6.4,309,Union Square - Lower East Side,UHF42,134805,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
513,3.6,310,Lower Manhattan,UHF42,134806,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
514,5.3,401,Long Island City - Astoria,UHF42,134807,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
515,4.4,402,West Queens,UHF42,134808,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
516,3.1,403,Flushing - Clearview,UHF42,134809,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
517,2.8,404,Bayside - Little Neck,UHF42,134810,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
518,3.7,405,Ridgewood - Forest Hills,UHF42,134811,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
519,2.9,406,Fresh Meadows,UHF42,134812,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
520,3.3,407,Southwest Queens,UHF42,134813,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
521,3.0,408,Jamaica,UHF42,134814,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
522,2.6,409,Southeast Queens,UHF42,134815,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
523,2.6,410,Rockaways,UHF42,134816,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
524,2.2,501,Port Richmond,UHF42,134817,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
525,2.3,502,Stapleton - St. George,UHF42,134818,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
526,1.8,503,Willowbrook,UHF42,134819,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
527,1.8,504,South Beach - Tottenville,UHF42,134820,667,Average Concentration,Neighborhood Air Quality Concentrations: Sulfur Dioxide (SO2),2-Year Winter Average 2009-2010
528,89.6,1,Bronx,Borough,131310,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
529,89.6,1,Bronx,Borough,131310,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
530,136.1,1,Bronx,Borough,131070,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
531,136.1,1,Bronx,Borough,131070,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
532,47.8,2,Brooklyn,Borough,131311,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
533,47.8,2,Brooklyn,Borough,131311,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
534,79.0,2,Brooklyn,Borough,131071,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
535,79.0,2,Brooklyn,Borough,131071,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
536,43.8,3,Manhattan,Borough,131312,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
537,43.8,3,Manhattan,Borough,131312,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
538,120.1,3,Manhattan,Borough,131072,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
539,120.1,3,Manhattan,Borough,131072,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
540,23.5,4,Queens,Borough,131313,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
541,23.5,4,Queens,Borough,131313,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
542,65.7,4,Queens,Borough,131073,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
543,65.7,4,Queens,Borough,131073,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
544,28.4,5,Staten Island,Borough,131314,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
545,28.4,5,Staten Island,Borough,131314,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
546,49.9,5,Staten Island,Borough,131074,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
547,49.9,5,Staten Island,Borough,131074,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
548,79.8,1,Bronx,Borough,151522,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
549,79.8,1,Bronx,Borough,151522,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
550,146.7,1,Bronx,Borough,151474,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
551,146.7,1,Bronx,Borough,151474,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
552,54.0,2,Brooklyn,Borough,151523,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
553,54.0,2,Brooklyn,Borough,151523,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
554,101.0,2,Brooklyn,Borough,151475,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
555,101.0,2,Brooklyn,Borough,151475,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
556,43.2,3,Manhattan,Borough,151524,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
557,43.2,3,Manhattan,Borough,151524,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
558,135.7,3,Manhattan,Borough,151476,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
559,135.7,3,Manhattan,Borough,151476,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
560,27.0,4,Queens,Borough,151525,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
561,27.0,4,Queens,Borough,151525,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
562,84.1,4,Queens,Borough,151477,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
563,84.1,4,Queens,Borough,151477,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
564,37.9,5,Staten Island,Borough,151526,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
565,37.9,5,Staten Island,Borough,151526,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
566,67.9,5,Staten Island,Borough,151478,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
567,67.9,5,Staten Island,Borough,151478,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
568,45.4,1,New York City,Citywide,131309,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
569,45.4,1,New York City,Citywide,131309,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
570,91.3,1,New York City,Citywide,131069,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
571,91.3,1,New York City,Citywide,131069,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
572,47.4,1,New York City,Citywide,151521,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
573,47.4,1,New York City,Citywide,151521,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2009-2011
574,108.6,1,New York City,Citywide,151473,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
575,108.6,1,New York City,Citywide,151473,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2009-2011
576,30.1,101,Kingsbridge - Riverdale,UHF42,131267,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
577,30.1,101,Kingsbridge - Riverdale,UHF42,131267,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
578,68.3,101,Kingsbridge - Riverdale,UHF42,131027,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
579,68.3,101,Kingsbridge - Riverdale,UHF42,131027,653,Rate- Children 0 to 17 Yrs Old,O3-Attributable Asthma ED Visits,2005-2007
580,58.3,102,Northeast Bronx,UHF42,131268,659,Rate- 18 Yrs and Older,O3-Attributable Asthma ED Visits,2005-2007
